215	232.17326734	329.8630123	38.13978323	189.3455119
214	231.87630951	330.24011304	37.44726642	179.94275369
213	234.9921283	329.2409026	36.64209138	170.62100386
212	229.11266181	319.90712669	36.12850236	159.60965071
211	223.36600561	319.90712669	35.51882249	151.04590785
210	213.82903344	319.90712669	35.02842781	142.32014824
209	204.49799183	319.71751107	34.71530419	132.37926294
208	197.79032638	319.95399797	34.36738905	125.37203821
207	192.62117107	314.79176582	34.33094079	117.9655579
206	192.47940728	310.88227511	33.99959304	109.76056643
205	185.76726508	300.51093954	33.51748206	104.44873133
204	178.38361021	300.51093954	33.61191617	97.34313928
203	172.0564686	300.51093954	33.32198688	90.23754723
202	166.92909631	292.17424355	33.01383347	82.5475376
201	162.80003951	287.20588806	32.80508439	78.92530582
200	158.51728092	281.64098902	32.38427274	73.63082966
199	153.92711876	278.8244513	32.36439187	69.15800991
198	151.28583559	270.66032683	32.21362864	65.81352114
197	143.66342066	270.66032683	32.11919453	61.58372653
196	140.63862914	270.66032683	31.86074329	57.18034253
195	135.06955073	265.53857442	31.5492764	55.36922664
194	130.37194654	263.18222743	31.44324512	52.07102838
193	125.53705532	259.83732258	30.6264729	48.89434268
192	122.18247647	255.90226571	30.30009537	47.59242231
191	118.93832414	240.60944593	30.15595909	44.87864164
190	111.55466927	240.60944593	29.12381084	44.03383998
189	105.00518236	240.60944593	27.8232709	42.8187143
188	101.44467296	235.64961248	26.90046741	43.44363608
187	96.60828948	231.5590282	25.76725809	41.34899086
186	92.51355445	227.48974904	24.81629004	41.499435
185	88.65011822	221.09608058	23.69633463	41.24483723
184	85.07170181	205.53694671	22.2251506	41.23326461
183	81.87380925	205.53694671	20.8749085	42.11278415
182	75.10943829	205.53694671	19.40703795	42.85921849
181	69.97311248	196.37574232	17.93751066	43.24690144
180	65.63812513	191.88462166	16.46301316	43.73295171
179	62.79240366	183.0983875	15.69428637	45.84495587
178	67.11843751	175.67355092	14.54450966	45.8623148
177	59.81088741	152.74071278	13.30858254	46.56245865
176	54.43580155	152.74071278	12.10910367	46.43515977
175	51.00661018	152.74071278	11.45469186	46.34836507
174	46.28065323	144.98351622	10.72738354	46.76497959
173	43.17528019	138.6963734	10.29994493	46.03590419
172	41.38607199	130.77512737	9.95037305	46.34257876
171	45.68822983	132.15143854	9.68363811	45.71187067
170	41.18909494	115.66766218	9.28767754	44.58353969
169	36.24974619	115.66766218	8.7343268	43.30476457
168	34.01137062	115.66766218	8.41126274	41.58044337
167	32.08338313	110.58212849	8.17931931	40.22065988
166	30.3941557	100.43875777	7.86785242	37.86563059
165	29.39136345	98.00784284	7.51993728	34.64844071
164	25.95471083	94.16439803	7.36917405	32.50750499
163	25.95471083	89.35583098	7.02291565	30.40707347
162	25.95471083	89.35583098	6.90197372	28.38765032
161	24.22668489	89.35583098	6.40495208	26.48973974
160	23.41788518	84.55791649	6.2475619	23.95533476
159	22.37778667	81.41967136	6.07526107	22.46246607
158	21.69881275	78.01937318	5.97254327	20.28102617
157	19.76485626	68.6408565	6.02390217	19.19898568
156	19.76485626	60.22320103	5.99076739	18.23267145
155	19.76485626	60.22320103	5.91455741	16.47363238
154	19.00380857	60.22320103	5.66936007	15.11384889
153	17.7458415	56.61837363	5.41753578	13.70777489
152	17.05194507	53.57600156	5.20878669	12.89190479
151	15.97006355	51.11312894	5.06299368	11.90823163
150	14.5882397	48.63747325	5.06465042	11.13286572
149	14.5882397	39.44218066	5.03151564	10.47901238
148	14.5882397	39.44218066	4.88903611	10.15497886
147	13.88389752	39.44218066	4.92879784	9.29281827
146	13.2258151	36.45307141	4.77637787	8.65053755
145	12.72591123	32.0386492	4.6322416	7.97932527
144	12.56325593	29.96352988	4.64715225	7.25024987
143	11.51121942	27.79679852	4.67697355	6.38808927
142	11.51121942	20.68727781	4.63389834	5.97726106
141	11.51121942	20.68727781	4.610704	5.59536442
140	11.13218782	20.68727781	4.59745009	5.43334767
139	11.31871912	18.6462467	4.54940466	5.30604879
138	11.30528887	16.6925666	4.58253944	5.05145102
137	12.11259632	15.65500694	4.62892812	5.03409209
136	11.66342896	14.87736982	4.55768836	5.06302365
135	11.66342896	10.94657399	4.45828403	4.90100689
134	11.66342896	11.58785829	4.43674643	4.83157114
133	13.05122181	12.78946743	4.40195491	5.11510047
132	12.12453432	11.86695545	4.53780749	5.4507066
131	11.2560446	11.56229214	5.17399518	5.62429599
130	11.31871912	11.45789702	5.13423345	5.78052643
129	9.82348424	11.25975935	5.15577105	5.9483295
128	10.24728335	9.10368055	5.20878669	6.05248313
127	11.20381584	9.81527177	5.25683212	6.13927782
126	11.54554118	10.58864786	4.64218203	6.32443983
125	11.2590291	10.30102865	4.85755807	6.54431971
124	10.57259393	10.60143094	5.09944193	6.86256691
